Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1999;51.735
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1998;10.313
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1997;13.186
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1996;7.897
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1995;9.959
Fincas de secano;04 Almería;De 10 a 15 años;Importe de hipotecas;1994;13.324
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;2003;61
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;2002;46
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;2001;26
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;2000;38
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1999;50
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1998;85
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1997;47
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1996;15
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1995;22
Fincas de secano;04 Almería;Mayor de 15 años;Número de hipotecas;1994;6
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;2003;5.878
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;2002;3.031
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;2001;2.480
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;2000;1.995
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1999;2.933
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1998;4.027
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1997;3.071
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1996;1.478
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1995;781
Fincas de secano;04 Almería;Mayor de 15 años;Importe de hipotecas;1994;138
Fincas de secano;04 Almería;No consta;Número de hipotecas;2003;1
Fincas de secano;04 Almería;No consta;Número de hipotecas;2002;19
Fincas de secano;04 Almería;No consta;Número de hipotecas;2001;3
Fincas de secano;04 Almería;No consta;Número de hipotecas;2000;5
Fincas de secano;04 Almería;No consta;Número de hipotecas;1999;3
Fincas de secano;04 Almería;No consta;Número de hipotecas;1998;""
Fincas de secano;04 Almería;No consta;Número de hipotecas;1997;""
Fincas de secano;04 Almería;No consta;Número de hipotecas;1996;""
Fincas de secano;04 Almería;No consta;Número de hipotecas;1995;""
Fincas de secano;04 Almería;No consta;Número de hipotecas;1994;""
Fincas de secano;04 Almería;No consta;Importe de hipotecas;2003;63
Fincas de secano;04 Almería;No consta;Importe de hipotecas;2002;4.799
Fincas de secano;04 Almería;No consta;Importe de hipotecas;2001;94
Fincas de secano;04 Almería;No consta;Importe de hipotecas;2000;577
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1999;583
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1998;""
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1997;""
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1996;""
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1995;""
Fincas de secano;04 Almería;No consta;Importe de hipotecas;1994;""
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;2003;170
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;2002;187
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;2001;195
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;2000;192
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1999;165
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1998;135
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1997;194
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1996;104
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1995;175
Fincas de secano;01 Araba/Álava;Total;Número de hipotecas;1994;176
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;2003;11.514
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;2002;11.896
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;2001;14.252
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;2000;15.146
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1999;10.980
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1998;6.731
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1997;9.256
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1996;4.622
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1995;6.479
Fincas de secano;01 Araba/Álava;Total;Importe de hipotecas;1994;6.028
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2003;11
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2002;23
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2001;21
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2000;38
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1999;35
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1998;23
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1997;36
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1996;15
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1995;24
Fincas de secano;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1994;63
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2003;1.578
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2002;2.113
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2001;2.645
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2000;6.719
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1999;4.435
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1998;859
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1997;1.887
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1996;944
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1995;1.094
Fincas de secano;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1994;2.434
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2003;84
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2002;116
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2001;123
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2000;118
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1999;99
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1998;81
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1997;71
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1996;68
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1995;104
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1994;95
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2003;6.476
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2002;6.360
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2001;7.605
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2000;4.706
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1999;4.165
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1998;3.390
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1997;3.408
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1996;2.218
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1995;3.101
Fincas de secano;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1994;2.789
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2003;56
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2002;48
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2001;51
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2000;36
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1999;31
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1998;30
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1997;87
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1996;21
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1995;47
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1994;18
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2003;3.082
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2002;3.423
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2001;4.002
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2000;3.726
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1999;2.380
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1998;2.067
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1997;3.961
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1996;1.454
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1995;2.284
Fincas de secano;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1994;805
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;2003;19
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;2002;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;2001;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;2000;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1999;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1998;1
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1997;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1996;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1995;""
Fincas de secano;01 Araba/Álava;No consta;Número de hipotecas;1994;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;2003;378
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;2002;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;2001;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;2000;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1999;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1998;415
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1997;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1996;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1995;""
Fincas de secano;01 Araba/Álava;No consta;Importe de hipotecas;1994;""
Fincas de secano;33 Asturias;Total;Número de hipotecas;2003;516
Fincas de secano;33 Asturias;Total;Número de hipotecas;2002;497
Fincas de secano;33 Asturias;Total;Número de hipotecas;2001;622
Fincas de secano;33 Asturias;Total;Número de hipotecas;2000;584
Fincas de secano;33 Asturias;Total;Número de hipotecas;1999;543
Fincas de secano;33 Asturias;Total;Número de hipotecas;1998;638
Fincas de secano;33 Asturias;Total;Número de hipotecas;1997;561
Fincas de secano;33 Asturias;Total;Número de hipotecas;1996;539
Fincas de secano;33 Asturias;Total;Número de hipotecas;1995;565
Fincas de secano;33 Asturias;Total;Número de hipotecas;1994;658
Fincas de secano;33 Asturias;Total;Importe de hipotecas;2003;42.644
Fincas de secano;33 Asturias;Total;Importe de hipotecas;2002;32.563
Fincas de secano;33 Asturias;Total;Importe de hipotecas;2001;43.429
Fincas de secano;33 Asturias;Total;Importe de hipotecas;2000;47.053
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1999;25.525
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1998;20.855
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1997;19.713
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1996;14.641
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1995;17.321
Fincas de secano;33 Asturias;Total;Importe de hipotecas;1994;16.949
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;2003;71
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;2002;71
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;2001;55
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;2000;88
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1999;103
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1998;95
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1997;156
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1996;129
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1995;146
Fincas de secano;33 Asturias;Hasta 9 años;Número de hipotecas;1994;210
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;2003;12.376
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;2002;11.618
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;2001;10.078
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;2000;15.698
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1999;6.124
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1998;5.211
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1997;5.295
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1996;2.861
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1995;6.112
Fincas de secano;33 Asturias;Hasta 9 años;Importe de hipotecas;1994;6.082
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;2003;188
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;2002;189
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;2001;250
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;2000;256
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1999;251
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1998;366
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1997;282
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1996;326
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1995;339
Fincas de secano;33 Asturias;De 10 a 15 años;Número de hipotecas;1994;402
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;2003;11.588
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;2002;7.887
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;2001;12.977
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;2000;13.529
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1999;9.809
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1998;9.442
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1997;7.717
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1996;8.132
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1995;9.232
Fincas de secano;33 Asturias;De 10 a 15 años;Importe de hipotecas;1994;9.947
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;2003;248
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;2002;228
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;2001;308
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;2000;240
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1999;184
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1998;176
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1997;121
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1996;83
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1995;80
Fincas de secano;33 Asturias;Mayor de 15 años;Número de hipotecas;1994;46
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;2003;17.738
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;2002;12.966
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;2001;20.296
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;2000;17.826
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1999;9.111
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1998;6.190
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1997;6.629
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1996;3.630
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1995;1.983
Fincas de secano;33 Asturias;Mayor de 15 años;Importe de hipotecas;1994;926
Fincas de secano;33 Asturias;No consta;Número de hipotecas;2003;9
Fincas de secano;33 Asturias;No consta;Número de hipotecas;2002;9
Fincas de secano;33 Asturias;No consta;Número de hipotecas;2001;9
Fincas de secano;33 Asturias;No consta;Número de hipotecas;2000;""
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1999;5
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1998;1
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1997;2
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1996;1
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1995;""
Fincas de secano;33 Asturias;No consta;Número de hipotecas;1994;""
Fincas de secano;33 Asturias;No consta;Importe de hipotecas;2003;942
Fincas de secano;33 Asturias;No consta;Importe de hipotecas;2002;92
Fincas de secano;33 Asturias;No consta;Importe de hipotecas;2001;78
Fincas de secano;33 Asturias;No consta;Importe de hipotecas;2000;""
Fincas de secano;33 Asturias;No consta;Importe de hipotecas;1999;481
